date,code,open,high,low,close,preclose,volume,amount,pctChg
2015-01-21,sh.000300,3420.4910,3557.7940,3409.4300,3548.8850,3396.2220,33792821000,425433704264.0000,4.495086
2015-01-22,sh.000300,3551.0520,3576.7560,3520.0530,3567.6130,3548.8850,26885359900,345026040998.0000,0.527716
2015-01-23,sh.000300,3582.0880,3627.8060,3548.6260,3571.7320,3567.6130,28017217200,361835546416.0000,0.115452
2015-01-26,sh.000300,3580.1180,3611.6170,3559.3760,3607.9850,3571.7320,23976620300,309585710088.0000,1.015003
2015-01-27,sh.000300,3614.0380,3616.2580,3510.0170,3574.9310,3607.9850,28766917900,357548249621.0000,-0.916140
2015-01-28,sh.000300,3547.2390,3583.3120,3512.3930,3525.3230,3574.9310,21622021400,278749164896.0000,-1.387661
2015-01-29,sh.000300,3474.9150,3505.5820,3453.9010,3481.7980,3525.3230,21161886000,251897926442.0000,-1.234636
2015-01-30,sh.000300,3496.8850,3514.2170,3431.9360,3434.3900,3481.7980,19647915700,237420793858.0000,-1.361601
2015-02-02,sh.000300,3360.1930,3407.2560,3347.0850,3353.9600,3434.3900,19518369900,224837769887.0000,-2.341899
2015-02-03,sh.000300,3388.6020,3441.7090,3360.7170,3437.4450,3353.9600,19284609600,241100023193.0000,2.489150
2015-02-04,sh.000300,3446.1440,3476.8170,3399.5650,3401.7680,3437.4450,19130434900,244034297155.0000,-1.037893
2015-02-05,sh.000300,3487.9510,3487.9510,3366.8620,3366.9460,3401.7680,25043060900,311523669172.0000,-1.023645
2015-02-06,sh.000300,3352.3300,3374.0510,3285.9350,3312.4200,3366.9460,19266418600,221433183351.0000,-1.619453
2015-02-09,sh.000300,3305.7340,3376.5260,3298.5970,3345.9210,3312.4200,17235382000,220766525021.0000,1.011375
2015-02-10,sh.000300,3345.0770,3407.1800,3339.5480,3406.9430,3345.9210,15930908800,199120680699.0000,1.823779
2015-02-11,sh.000300,3415.9770,3445.6550,3412.1360,3434.1240,3406.9430,14461377200,185979219656.0000,0.797809
2015-02-12,sh.000300,3435.3610,3453.5820,3405.6270,3442.8740,3434.1240,15608169100,191285873488.0000,0.254796
2015-02-13,sh.000300,3458.8270,3509.5050,3452.0790,3469.8280,3442.8740,20108997100,247076153339.0000,0.782888
2015-02-16,sh.000300,3473.2890,3504.4750,3466.6070,3499.4830,3469.8280,16564134300,222799721247.0000,0.854654
2015-02-17,sh.000300,3511.5440,3536.8200,3511.0930,3522.3220,3499.4830,16532831300,214457267905.0000,0.652642
2015-02-25,sh.000300,3529.5500,3529.5500,3463.9550,3478.7290,3522.3220,16553935100,211739059322.0000,-1.237622
2015-02-26,sh.000300,3473.7130,3569.3300,3456.8710,3566.2950,3478.7290,22932843800,279809075234.0000,2.517181
2015-02-27,sh.000300,3565.2330,3594.8130,3560.4550,3572.8430,3566.2950,22278643800,271861944608.0000,0.183611
2015-03-02,sh.000300,3603.4520,3608.6910,3566.5270,3601.2650,3572.8430,24817612500,325164897145.0000,0.795497
2015-03-03,sh.000300,3579.3150,3579.3150,3504.2010,3507.9000,3601.2650,26186648900,335700118167.0000,-2.592561
2015-03-04,sh.000300,3514.6670,3540.9120,3497.1720,3530.8220,3507.9000,19966398100,257468790961.0000,0.653443
2015-03-05,sh.000300,3513.2490,3517.0830,3467.6760,3496.3440,3530.8220,21750880500,279030592350.0000,-0.976487
2015-03-06,sh.000300,3501.1840,3516.2430,3472.3920,3478.5200,3496.3440,18151805400,233468244766.0000,-0.509789
2015-03-09,sh.000300,3449.6960,3546.7050,3417.4860,3537.7500,3478.5200,23394041100,277860471571.0000,1.702735
2015-03-10,sh.000300,3523.6400,3551.2050,3511.9850,3520.6110,3537.7500,19426765700,245366625918.0000,-0.484458
2015-03-11,sh.000300,3524.5750,3568.9160,3512.2180,3524.6530,3520.6110,18894782500,235772755479.0000,0.114809
2015-03-12,sh.000300,3557.6860,3603.3410,3536.5340,3592.8440,3524.6530,26566462500,322141249344.0000,1.934685
2015-03-13,sh.000300,3604.6710,3641.3920,3594.7420,3617.6570,3592.8440,24686476800,297298516465.0000,0.690623
2015-03-16,sh.000300,3641.7730,3705.7390,3621.1190,3705.6710,3617.6570,27543830700,358497570207.0000,2.432898
2015-03-17,sh.000300,3733.9610,3762.5750,3716.8090,3757.1220,3705.6710,37162566600,455003825887.0000,1.388444
2015-03-18,sh.000300,3769.0860,3846.0550,3763.8480,3846.0550,3757.1220,41519001100,484465529242.0000,2.367047
2015-03-19,sh.000300,3851.2490,3859.1260,3809.7060,3839.7390,3846.0550,39154763000,463212821639.0000,-0.164218
2015-03-20,sh.000300,3852.4920,3916.8630,3832.4160,3892.5740,3839.7390,40181755200,544468374302.0000,1.376004
2015-03-23,sh.000300,3923.0830,3972.2960,3922.2100,3972.0610,3892.5740,39111992200,519760220709.0000,2.042018
2015-03-24,sh.000300,3980.0660,3989.8580,3883.7820,3973.0460,3972.0610,46858131200,591066800604.0000,0.024795
2015-03-25,sh.000300,3961.5780,3980.7160,3913.9880,3940.4120,3973.0460,37996885100,501733891680.0000,-0.821380
2015-03-26,sh.000300,3921.7450,3991.9970,3892.8780,3949.9990,3940.4120,34675631500,468538490771.0000,0.243297
2015-03-27,sh.000300,3957.5420,3993.0320,3932.8700,3971.6970,3949.9990,29875606400,393132347578.0000,0.549316
2015-03-30,sh.000300,3999.0240,4101.6510,3999.0240,4088.1780,3971.6970,42829702000,546211078887.0000,2.932775
2015-03-31,sh.000300,4138.8850,4166.0180,4037.7710,4051.2040,4088.1780,43606563500,598121732643.0000,-0.904410
2015-04-01,sh.000300,4057.5010,4139.4990,4046.9390,4123.8950,4051.2040,32951285300,466596904663.0000,1.794304
2015-04-02,sh.000300,4149.9460,4156.8420,4068.6490,4124.7760,4123.8950,33907048700,476617837707.0000,0.021360
2015-04-03,sh.000300,4104.6720,4170.5580,4092.3830,4170.5380,4124.7760,32130376600,466965600575.0000,1.109447
2015-04-07,sh.000300,4213.8940,4260.4710,4197.0190,4260.0440,4170.5380,41536265400,564646323685.0000,2.146147
2015-04-08,sh.000300,4277.4500,4304.7800,4204.8260,4295.8030,4260.0440,45867671500,658308062760.0000,0.839411
2015-04-09,sh.000300,4316.9580,4332.1660,4212.6110,4262.1380,4295.8030,43969990200,650419151486.0000,-0.783673
2015-04-10,sh.000300,4249.3830,4351.6870,4231.1960,4344.4160,4262.1380,34819017000,509354291196.0000,1.930436
2015-04-13,sh.000300,4394.0470,4432.0240,4361.5890,4421.0730,4344.4160,43415303600,598518139930.0000,1.764500
2015-04-14,sh.000300,4432.1260,4474.3530,4385.9080,4438.1840,4421.0730,43443212600,602127441917.0000,0.387029
2015-04-15,sh.000300,4439.3140,4475.9970,4379.6090,4380.5130,4438.1840,47215413100,596822875636.0000,-1.299426
2015-04-16,sh.000300,4355.4910,4513.7650,4335.6300,4513.5460,4380.5130,42260374800,564722844124.0000,3.036921
2015-04-17,sh.000300,4578.6790,4630.2700,4553.9040,4596.1360,4513.5460,55280266300,733953610122.0000,1.829833
2015-04-20,sh.000300,4615.0340,4671.1680,4492.6000,4521.9190,4596.1360,68643907500,939264904128.0000,-1.614776
2015-04-21,sh.000300,4520.4610,4620.0580,4504.5580,4619.1640,4521.9190,49031499100,685365027867.0000,2.150527
2015-04-22,sh.000300,4637.0550,4740.9330,4632.5890,4739.8140,4619.1640,51621379200,769924803864.0000,2.611942
2015-04-23,sh.000300,4764.4810,4782.0440,4693.9670,4740.8920,4739.8140,49743095400,752258236225.0000,0.022746
2015-04-24,sh.000300,4682.6260,4730.4300,4618.3180,4702.6410,4740.8920,48015293600,721273097490.0000,-0.806831
2015-04-27,sh.000300,4753.8710,4810.4850,4735.3100,4807.5920,4702.6410,51307654800,765910402328.0000,2.231739
2015-04-28,sh.000300,4811.3190,4839.0780,4703.5670,4741.8610,4807.5920,60863854500,860349875255.0000,-1.367232
2015-04-29,sh.000300,4722.9030,4797.9270,4695.7930,4774.3260,4741.8610,39505698000,601676350605.0000,0.684654
2015-04-30,sh.000300,4788.4120,4818.7250,4749.4850,4749.8860,4774.3260,39972744400,612511415165.0000,-0.511903
2015-05-04,sh.000300,4757.6370,4795.9150,4699.3980,4787.7410,4749.8860,37784385300,565453373624.0000,0.796966
2015-05-05,sh.000300,4785.1920,4785.1920,4572.9830,4596.8370,4787.7410,46041962600,660020218474.0000,-3.987356
2015-05-06,sh.000300,4626.2310,4700.9090,4511.7610,4553.3270,4596.8370,37607370200,586033987365.0000,-0.946515
2015-05-07,sh.000300,4520.8180,4546.3380,4467.4590,4470.0890,4553.3270,29775920300,427189953161.0000,-1.828076
2015-05-08,sh.000300,4515.5540,4559.0580,4445.5920,4558.4040,4470.0890,30240796700,452090694881.0000,1.975686
2015-05-11,sh.000300,4582.0910,4690.9540,4535.1490,4690.5320,4558.4040,37383842000,583260408778.0000,2.898568
2015-05-12,sh.000300,4692.1220,4748.0040,4660.0160,4747.4210,4690.5320,37705389100,607123299939.0000,1.212840
2015-05-13,sh.000300,4746.7130,4758.0020,4678.8450,4718.4360,4747.4210,37073042400,590479847838.0000,-0.610539
2015-05-14,sh.000300,4717.9550,4735.2840,4670.1680,4700.7780,4718.4360,33772515200,513219655550.0000,-0.374238
2015-05-15,sh.000300,4690.7550,4690.7550,4592.0500,4617.4700,4700.7780,32843116600,506695010176.0000,-1.772209
2015-05-18,sh.000300,4582.0580,4623.3830,4565.0610,4575.1400,4617.4700,26918048900,434083129375.0000,-0.916737
2015-05-19,sh.000300,4577.6370,4740.0050,4577.6370,4731.2220,4575.1400,31478595200,524232160128.0000,3.411525
2015-05-20,sh.000300,4751.5720,4843.1000,4745.2100,4754.9190,4731.2220,36318074800,589956272979.0000,0.500860
2015-05-21,sh.000300,4768.6890,4841.6150,4746.0290,4840.9760,4754.9190,30505453700,505346105539.0000,1.809855
2015-05-22,sh.000300,4895.9250,4951.9910,4870.5980,4951.3350,4840.9760,45584671800,719129953200.0000,2.279662
2015-05-25,sh.000300,4949.1100,5099.8390,4949.1100,5099.4950,4951.3340,46573659000,757085825931.0000,2.992348
2015-05-26,sh.000300,5140.7980,5199.2950,5063.1460,5198.9180,5099.4950,48794935900,802295843467.0000,1.949661
2015-05-27,sh.000300,5216.1700,5226.8440,5126.8610,5181.4340,5198.9180,47079873000,777826309129.0000,-0.336299
2015-05-28,sh.000300,5174.1010,5213.1830,4831.3290,4834.0070,5181.4340,57182904700,873207363731.0000,-6.705234
2015-05-29,sh.000300,4839.5300,4924.3030,4665.5210,4840.8290,4834.0070,42787885900,636008152610.0000,0.141131
2015-06-01,sh.000300,4862.7560,5079.3190,4835.7740,5076.1790,4840.8290,41750374100,637843681462.0000,4.861773
2015-06-02,sh.000300,5091.2720,5162.5560,5047.0810,5161.8700,5076.1790,41297319600,658452859697.0000,1.688099
2015-06-03,sh.000300,5176.5970,5186.9670,5059.4950,5143.5900,5161.8700,41425827000,672056532157.0000,-0.354141
2015-06-04,sh.000300,5156.0120,5194.2330,4863.4650,5181.4160,5143.5900,48276726800,735170669363.0000,0.735404
2015-06-05,sh.000300,5254.9050,5288.3400,5104.1780,5230.5520,5181.4160,54596119600,855224403052.0000,0.948307
2015-06-08,sh.000300,5259.4080,5370.6090,5202.5950,5353.7510,5230.5520,63731323700,949498013951.0000,2.355377
2015-06-09,sh.000300,5379.4700,5380.4260,5251.2080,5317.4610,5353.7510,57042726300,871431819564.0000,-0.677843
2015-06-10,sh.000300,5254.3040,5374.8300,5209.6800,5309.1120,5317.4610,44216567600,711509256785.0000,-0.157013
2015-06-11,sh.000300,5305.1410,5329.2950,5248.1630,5306.5900,5309.1120,39233875500,660584867997.0000,-0.047503
2015-06-12,sh.000300,5329.2780,5351.6480,5283.0860,5335.1150,5306.5900,43013138600,694213173337.0000,0.537547
2015-06-15,sh.000300,5354.0140,5362.4520,5207.3080,5221.1670,5335.1150,47574570300,766237730233.0000,-2.135816
2015-06-16,sh.000300,5165.0240,5204.3030,5015.2650,5064.8210,5221.1670,41167563800,651522532247.0000,-2.994468
2015-06-17,sh.000300,5072.3070,5158.3670,4949.2930,5138.8310,5064.8210,39712418700,589868366440.0000,1.461261
2015-06-18,sh.000300,5107.6950,5121.2180,4926.4290,4930.5490,5138.8310,36439581400,555646755662.0000,-4.053105
2015-06-19,sh.000300,4847.0570,4910.4500,4634.6910,4637.0520,4930.5490,35810474400,519609575034.0000,-5.952625
2015-06-23,sh.000300,4641.4250,4786.9550,4455.3310,4786.0910,4637.0520,36508794400,536984113004.0000,3.214091
2015-06-24,sh.000300,4811.5950,4883.7320,4744.3060,4880.1260,4786.0910,43463872300,615374085939.0000,1.964759
2015-06-25,sh.000300,4906.2420,4919.2630,4667.2240,4706.5160,4880.1260,44613598200,640246401379.0000,-3.557487
2015-06-26,sh.000300,4573.8720,4650.1860,4278.6750,4336.1950,4706.5160,44663979000,612959478689.0000,-7.868268
2015-06-29,sh.000300,4446.8420,4451.1660,4000.9260,4191.5490,4336.1950,52566248200,704014548847.0000,-3.335782
2015-06-30,sh.000300,4161.0670,4475.7680,4016.0130,4472.9980,4191.5490,52704528000,716045824698.0000,6.714683
2015-07-01,sh.000300,4408.9840,4526.1270,4235.6960,4253.0210,4472.9980,43172141100,623330596858.0000,-4.917888
2015-07-02,sh.000300,4287.7340,4312.1900,4000.0610,4107.9960,4253.0210,45706219400,593506685518.0000,-3.409927
2015-07-03,sh.000300,4017.2020,4164.6290,3785.9020,3885.9170,4107.9960,42930085000,538216869728.0000,-5.406020
2015-07-06,sh.000300,4218.2660,4218.2660,3832.4680,3998.5370,3885.9170,64809453000,779558044352.0000,2.898161
2015-07-07,sh.000300,3877.8540,3960.6360,3743.6240,3928.0020,3998.5370,67938500700,795962644454.0000,-1.764024
2015-07-08,sh.000300,3651.0600,3762.6220,3612.2540,3663.0380,3928.0020,58146709700,640122398881.0000,-6.745513
2015-07-09,sh.000300,3621.6800,3930.2640,3537.8260,3897.6260,3663.0380,50387061000,564744043358.0000,6.404189
2015-07-10,sh.000300,3916.2720,4179.1110,3887.5510,4106.5560,3897.6260,50070180200,629079512954.0000,5.360447
2015-07-13,sh.000300,4132.2310,4278.1610,4072.4300,4211.8120,4106.5560,50209218600,659251724205.0000,2.563118
2015-07-14,sh.000300,4178.6290,4258.5130,4062.5000,4112.1490,4211.8120,45442200900,597521262486.0000,-2.366276
2015-07-15,sh.000300,4068.8800,4114.2430,3899.5080,3966.7590,4112.1490,42195636700,514064532339.0000,-3.535618
2015-07-16,sh.000300,3949.6390,4067.0220,3856.3210,3997.3550,3966.7590,33053134500,410050894560.0000,0.771308
2015-07-17,sh.000300,4023.7570,4190.1860,4000.2310,4151.4960,3997.3550,33110713100,435597103716.0000,3.856078
2015-07-20,sh.000300,4157.0600,4221.6930,4106.3890,4160.6120,4151.4960,35267347200,483493894661.0000,0.219577
2015-07-21,sh.000300,4109.7610,4201.4820,4081.7040,4166.0060,4160.6120,31837494500,431695843789.0000,0.129645
2015-07-22,sh.000300,4148.5600,4187.4310,4094.7120,4157.1600,4166.0060,31894599700,441832505196.0000,-0.212331
2015-07-23,sh.000300,4158.9320,4262.0620,4148.8240,4250.8050,4157.1600,35447175900,483972220006.0000,2.252620
2015-07-24,sh.000300,4255.1980,4299.6500,4154.6170,4176.2790,4250.8050,39204537300,535901647230.0000,-1.753229
2015-07-27,sh.000300,4097.7960,4156.3130,3817.1690,3818.7310,4176.2790,36505451100,477952010794.0000,-8.561399
2015-07-28,sh.000300,3690.9740,3883.4460,3627.4210,3811.0930,3818.7310,38352721600,482654543336.0000,-0.200013
2015-07-29,sh.000300,3839.9580,3934.0030,3769.1890,3930.3790,3811.0930,27697284500,372287868068.0000,3.129966
2015-07-30,sh.000300,3915.7800,3968.5340,3802.8820,3815.4120,3930.3790,27154866500,376351170573.0000,-2.925082
2015-07-31,sh.000300,3777.1550,3863.6240,3757.9890,3816.6990,3815.4120,22237676700,299312543754.0000,0.033728
2015-08-03,sh.000300,3766.0720,3829.2350,3742.5780,3829.2350,3816.6990,24580503000,309631297700.0000,0.328455
2015-08-04,sh.000300,3827.3730,3948.4490,3801.0280,3948.1560,3829.2350,22023655600,288756503266.0000,3.105604
2015-08-05,sh.000300,3937.6230,3962.2770,3858.6600,3866.9000,3948.1560,20048426900,272693513971.0000,-2.058077
2015-08-06,sh.000300,3802.9280,3888.6930,3793.2370,3831.8520,3866.9000,14727869400,195532363765.0000,-0.906355
2015-08-07,sh.000300,3866.4300,3926.6490,3857.9080,3906.9450,3831.8520,18334915300,246546119056.0000,1.959706
2015-08-10,sh.000300,3947.4720,4101.7310,3932.8420,4084.3650,3906.9450,30678054000,401702020648.0000,4.541142
2015-08-11,sh.000300,4083.5890,4110.1330,4042.0040,4066.6690,4084.3650,32203419100,416996541243.0000,-0.433263
2015-08-12,sh.000300,4025.6740,4078.0300,4015.3550,4016.1260,4066.6690,25514619600,339799364935.0000,-1.242859
2015-08-13,sh.000300,4010.0130,4075.7000,3967.8210,4075.4630,4016.1260,24283697900,319887602964.0000,1.477466
2015-08-14,sh.000300,4097.9170,4113.1590,4056.7270,4073.5400,4075.4630,25339299600,340076813259.0000,-0.047181
2015-08-17,sh.000300,4058.1130,4081.7720,4009.9900,4077.8720,4073.5400,25693963800,336830563044.0000,0.106346
2015-08-18,sh.000300,4084.3110,4103.0540,3816.5530,3825.4120,4077.8720,31988107000,424924184411.0000,-6.190973
2015-08-19,sh.000300,3748.2660,3898.7400,3668.1920,3886.1360,3825.4120,26904983900,340923470856.0000,1.587381
2015-08-20,sh.000300,3848.4030,3880.8240,3761.4540,3761.4540,3886.1360,21216796500,270576698834.0000,-3.208377
2015-08-21,sh.000300,3714.2890,3757.7790,3578.1750,3589.5360,3761.4540,21798640300,267498426435.0000,-4.570526
2015-08-24,sh.000300,3454.5980,3468.1490,3266.5500,3275.5340,3589.5360,25543665200,273124228208.0000,-8.747704
2015-08-25,sh.000300,3070.0070,3200.1080,3019.5560,3042.9270,3275.5340,27608130600,281160333742.0000,-7.101344
2015-08-26,sh.000300,3062.5660,3192.9320,2952.0080,3025.6920,3042.9270,30827062300,312188248685.0000,-0.566399
2015-08-27,sh.000300,3092.8120,3206.7240,3028.3980,3205.6370,3025.6920,26729493000,278769983405.0000,5.947237
2015-08-28,sh.000300,3246.2360,3353.2430,3223.6220,3342.2860,3205.6370,29949842600,318763482694.0000,4.262770
2015-08-31,sh.000300,3307.3960,3368.2790,3205.5370,3366.5360,3342.2860,28025040300,306610891136.0000,0.725551
2015-09-01,sh.000300,3296.5290,3370.5040,3190.5780,3362.0830,3366.5360,35245852800,351387828324.0000,-0.132269
2015-09-02,sh.000300,3220.8510,3387.0210,3213.6370,3365.8320,3362.0830,34778941200,348986389305.0000,0.111509
2015-09-07,sh.000300,3347.2930,3422.2250,3240.2430,3250.4850,3365.8320,20422443100,221756790269.0000,-3.426996
2015-09-08,sh.000300,3221.7890,3340.2190,3170.8070,3334.0230,3250.4850,15459963100,168294750030.0000,2.570011
2015-09-09,sh.000300,3344.8240,3426.6510,3330.2900,3399.3050,3334.0230,22046742100,258815794996.0000,1.958054
2015-09-10,sh.000300,3349.2810,3398.3160,3337.3110,3357.5610,3399.3050,14488297100,168108269695.0000,-1.228013
2015-09-11,sh.000300,3349.8770,3383.1340,3315.4780,3347.1880,3357.5610,10854750800,130262410873.0000,-0.308946
2015-09-14,sh.000300,3367.6420,3373.9210,3187.5660,3281.1320,3347.1880,20545725100,226168550065.0000,-1.973475
2015-09-15,sh.000300,3208.7440,3240.0790,3131.9790,3152.2320,3281.1320,14355564100,145989213753.0000,-3.928500
2015-09-16,sh.000300,3149.1580,3345.9180,3131.3700,3309.2480,3152.2320,15970999400,168269840344.0000,4.981100
2015-09-17,sh.000300,3287.6570,3354.9050,3236.9990,3236.9990,3309.2480,16940188100,190270181393.0000,-2.183200
2015-09-18,sh.000300,3254.4430,3280.8770,3227.8340,3251.2730,3236.9990,10690348100,121752531747.0000,0.441000
2015-09-21,sh.000300,3222.6030,3312.5500,3211.9340,3308.2470,3251.2730,12278866800,145323018237.0000,1.752400
2015-09-22,sh.000300,3312.3650,3371.4140,3303.1840,3339.0300,3308.2470,14622198500,172492862561.0000,0.930500
2015-09-23,sh.000300,3290.0710,3315.9350,3253.3330,3263.0280,3339.0300,12317143900,136885975737.0000,-2.276200
2015-09-24,sh.000300,3278.8960,3300.8570,3255.9020,3284.9990,3263.0280,10201123800,120820642496.0000,0.673300
2015-09-25,sh.000300,3272.6650,3290.8580,3201.9140,3231.9510,3284.9990,12141927800,137602168790.0000,-1.614900
2015-09-28,sh.000300,3226.6070,3246.5540,3186.5070,3242.7520,3231.9510,7421946800,88007466971.0000,0.334200
2015-09-29,sh.000300,3197.2210,3208.4170,3159.0420,3178.8540,3242.7520,8715063300,96691510035.0000,-1.970500
2015-09-30,sh.000300,3195.9010,3223.9080,3186.7670,3202.9480,3178.8540,7855934900,95881598729.0000,0.757900
2015-10-08,sh.000300,3324.9810,3337.3310,3294.6050,3296.4820,3202.9480,13208176800,164120601354.0000,2.920200
2015-10-09,sh.000300,3302.3600,3352.3790,3293.9650,3340.1160,3296.4820,12435250000,144731343186.0000,1.323700
2015-10-12,sh.000300,3351.1390,3486.6310,3347.2510,3447.6930,3340.1160,22140046800,263706468495.0000,3.220800
2015-10-13,sh.000300,3422.4770,3452.0450,3413.9670,3445.0430,3447.6930,14543378600,174978937957.0000,-0.076900
2015-10-14,sh.000300,3431.1350,3458.7010,3403.2300,3406.1120,3445.0430,15217393800,174599255680.0000,-1.130100
2015-10-15,sh.000300,3403.3890,3486.8150,3402.3160,3486.8150,3406.1120,17115829900,201881880361.0000,2.369400
2015-10-16,sh.000300,3508.5180,3537.5390,3487.1040,3534.0650,3486.8150,20896470900,252211491386.0000,1.355100
2015-10-19,sh.000300,3548.9520,3572.9940,3502.5040,3534.1820,3534.0650,20760674400,254890985147.0000,0.003300
2015-10-20,sh.000300,3527.8750,3577.7980,3510.4370,3577.7030,3534.1820,17902510800,226525577194.0000,1.231400
2015-10-21,sh.000300,3580.8380,3601.2430,3417.4120,3473.2540,3577.7030,28207605000,326886985805.0000,-2.919400
2015-10-22,sh.000300,3453.2010,3530.7660,3442.3060,3524.5340,3473.2540,18430558000,223583606540.0000,1.476400
2015-10-23,sh.000300,3536.8430,3581.8360,3515.8220,3571.2410,3524.5340,19829447800,247059685203.0000,1.325200
2015-10-26,sh.000300,3614.7020,3620.7560,3561.1920,3589.2610,3571.2410,20424886300,270489759134.0000,0.504600
2015-10-27,sh.000300,3569.4480,3601.0530,3486.1020,3592.8790,3589.2610,19205614000,239042538536.0000,0.100800
2015-10-28,sh.000300,3575.8050,3598.1720,3517.2100,3524.9200,3592.8790,17097709800,213303023833.0000,-1.891500
2015-10-29,sh.000300,3539.9780,3561.8140,3507.9660,3533.3060,3524.9200,12701044600,161051885808.0000,0.237900
2015-10-30,sh.000300,3530.2230,3574.4730,3497.5680,3534.0790,3533.3060,13914191400,183317149529.0000,0.021900
2015-11-02,sh.000300,3489.2250,3543.4500,3474.7120,3475.9620,3534.0790,13000256800,167455101934.0000,-1.644500
2015-11-03,sh.000300,3484.7220,3501.7040,3452.6200,3465.4930,3475.9620,10140187600,132231502584.0000,-0.301200
2015-11-04,sh.000300,3477.1590,3628.5380,3477.1590,3628.5380,3465.4930,20542386500,266955889953.0000,4.704800
2015-11-05,sh.000300,3630.7820,3781.4080,3627.3010,3705.9700,3628.5380,39804656800,495138171518.0000,2.134000
