,Strategy,沪深300,中证500
2015-08-20,76.83241807868977,3.2929191240741216,48.59676460310167
2015-08-21,76.83241807868977,-1.4281042009413076,40.53679358953462
2015-08-24,76.83241807868977,-10.050882305046134,29.33664413458552
2015-08-25,76.83241807868977,-16.438480302707013,19.649098387544296
2015-08-26,76.83241807868977,-16.91176894616867,15.165320692181691
2015-08-27,76.83241807868977,-11.970316961967475,19.18099943197521
2015-08-28,76.83241807868977,-8.217812184457078,26.322180639270663
2015-08-31,76.83241807868977,-7.55188531448637,21.493305263764178
2015-09-01,76.83241807868977,-7.67416871044429,13.885686531904932
2015-09-02,76.83241807868977,-7.571217789391916,13.024437619449968
2015-09-07,76.83241807868977,-10.738750435598556,13.412178695396378
2015-09-08,76.83241807868977,-8.444721616480496,17.682019458310723
2015-09-09,76.83241807868977,-6.652019021617506,20.93384606324846
2015-09-10,76.83241807868977,-7.798346908630164,18.890322847426923
2015-09-11,76.83241807868977,-8.083198843566503,19.86890570954458
2015-09-14,76.83241807868977,-9.897156176464856,11.681226032703984
2015-09-15,76.83241807868977,-13.436866425505032,5.372200234926343
2015-09-16,76.83241807868977,-9.125065459924798,12.328187266165134
2015-09-17,76.83241807868977,-11.109088158007843,10.123505242830138
2015-09-18,76.83241807868977,-10.71711124493724,11.442902985166938
2015-09-21,76.83241807868977,-9.15255382268112,15.385257236593507
2015-09-22,76.83241807868977,-8.307224880895202,16.224962927013163
2015-09-23,76.83241807868977,-10.394308343638047,14.908278855318338
2015-09-24,76.83241807868977,-9.79096486899366,16.579106175963634
2015-09-25,74.09490292782341,-11.24771079056916,12.762725315427298
2015-09-28,74.66176212573009,-10.951105589639118,14.817657024151856
2015-09-29,71.37121361105235,-12.705802296335543,12.674669472146755
2015-09-30,71.37121361105235,-12.044159327054132,13.046128524241297
2015-10-08,71.37121361105235,-9.475631332998866,17.63839766424954
2015-10-09,73.98335131851977,-8.277402341481261,19.439370413642795
2015-10-12,80.7524393561504,-5.32324090268378,24.02992274161222
2015-10-13,83.06497703982227,-5.396012292598106,25.56868475768122
2015-10-14,81.04267687920232,-6.4650926626941745,24.13651277077403
2015-10-15,86.62272732239437,-4.248915500333515,27.916102164715383
2015-10-16,89.81534007596568,-2.9513878877101782,30.10038550737427
2015-10-19,89.82470257670926,-2.948174962193214,30.09691496260766
2015-10-20,92.99859032879331,-1.7530490525851607,32.21437185816474
2015-10-21,81.05203937994594,-4.621312790381881,23.91947450044923
2015-10-22,87.99901493170515,-3.2131177432850557,28.563321842999564
2015-10-23,92.70835280574141,-1.9305014003686949,31.774258784862607
2015-10-26,94.15954042100104,-1.4356559489512872,32.66997316050513
2015-10-27,95.45156552361937,-1.336302406041845,33.494799813255156
2015-10-28,90.63924014140342,-3.2025178351692345,30.12503006728612
2015-10-29,92.31512777450975,-2.9722307122177156,31.234127565041803
2015-10-30,91.70656522617506,-2.9510034350842127,30.791005455585605
2015-11-02,87.7930399153457,-4.546948668159994,28.048924343416314
2015-11-03,87.40917738485767,-4.834436849674361,27.747485378022635
2015-11-04,96.82785313293016,-0.35707410681357576,34.169562325538216
2015-11-05,97.024465648546,1.7692784455811326,34.32579222106928
2015-11-06,101.6027285121717,4.169471111268543,37.47136108304626
2015-11-09,104.20550371889547,5.4596117412930365,39.26116532401505
2015-11-10,104.99195378135876,5.264172502794824,39.837257294928186
2015-11-11,107.95986651708343,5.275376550751454,41.86158175246636
2015-11-12,107.8756040103909,4.223019869884752,41.82071054973614
2015-11-13,104.8140662672302,2.875183885064043,39.69142057335247
2015-11-16,108.86802908921366,3.3662946538292453,42.4927224706882
2015-11-17,106.95807893751706,3.208696538086486,41.228668841172194
2015-11-18,103.57821616907356,2.033177712402517,38.94994237603464
2015-11-19,108.76504158103394,3.664053212637174,42.488421210418956
2015-11-20,111.1337542691675,3.6479611241504526,44.1063596440624
2015-11-23,109.43914163457391,3.0699640619177395,42.9602676159222
2015-11-24,110.89969175057723,3.085177401545114,43.9629596879611
2015-11-25,114.23274201530265,3.8463386791470917,46.24993792709161
2015-11-26,112.89390440896629,3.237310797818833,45.35822944620628
2015-11-27,99.40254083742313,-2.3217917908929206,36.165790138742416
2015-11-30,100.28261590732257,-2.0631100954238977,36.761597757585044
2015-12-01,101.23759098317085,-1.3687886529356734,37.417789163297805
2015-12-02,100.23580340360449,2.2082409617247136,36.71472694289126
2015-12-03,104.66426625533241,2.9591318620331286,39.75418574466353
2015-12-04,103.11945363263665,0.9899929727552135,38.66810829650342
2015-12-07,105.46007881853936,1.2650139048276485,40.33974787230685
2015-12-08,100.12345339468119,-0.5086033632464988,36.68301207103467
2015-12-09,100.12345339468119,-0.15386343309055328,36.131638501411395
2015-12-10,100.12345339468119,-0.5068458655278173,35.687408771285014
2015-12-11,100.12345339468119,-0.9194459158911013,34.588870590585195
2015-12-14,100.12345339468119,1.9162491923062228,37.363977259070815
2015-12-15,100.12345339468119,1.4512262803027551,38.41900440777645
2015-12-16,100.12345339468119,1.2055061305090313,38.995373283857155
2015-12-17,105.07158602606766,3.140071744352178,42.44455943187921
2015-12-18,105.07158602606766,3.470289089152088,42.13302265804224
2015-12-21,105.07158602606766,6.162885437785816,43.77957462566576
2015-12-22,105.59221137808468,6.458556968052805,45.03569030704538
2015-12-23,105.07158602606766,6.174309172957265,43.49748210131149
2015-12-24,103.19459462537479,5.158832483281113,43.12373396649855
2015-12-25,103.6467166416001,5.400460958698525,43.84529345209735
2015-12-28,98.00204177236306,2.364136501552499,40.36066344262903
2015-12-29,99.72832583431418,3.304480163754845,41.671846331661875
2015-12-30,99.92013517453098,3.3951011398745754,42.90239443590448
2015-12-31,98.16644977826314,2.4567621235076014,40.62516325867171
2016-01-04,81.7103433777423,-4.736319047348371,28.916043645423315
2016-01-05,81.7103433777423,-4.469563846734115,27.18699239821474
2016-01-06,81.7103433777423,-2.793679928360004,30.433539344624542
2016-01-07,81.7103433777423,-9.533244305089523,19.295232043761366
2016-01-08,81.7103433777423,-7.688448379408609,21.292438255224234
2016-01-11,81.7103433777423,-12.332443874722276,13.137101101953347
2016-01-12,81.7103433777423,-11.693703297587481,13.28491308039092
2016-01-13,81.7103433777423,-13.33671651644181,9.359893092452914
2016-01-14,81.7103433777423,-11.532754951818482,13.066287220438848
2016-01-15,81.7103433777423,-14.35686155943322,8.799400112645023
2016-01-18,81.7103433777423,-14.027358198081535,10.372701433279618
2016-01-19,81.7103433777423,-11.490080710336645,14.400508619411763
2016-01-20,81.7103433777423,-12.828717293036108,13.318880114276915
2016-01-21,81.7103433777423,-15.383487375262295,8.673906690711885
2016-01-22,81.7103433777423,-14.501498129500668,10.404139399968656
2016-01-25,81.7103433777423,-14.077968640199305,11.52495921648391
2016-01-26,81.7103433777423,-19.25097094883732,3.1805327544661566
2016-01-27,81.7103433777423,-19.529891328973097,1.7938285960705032
2016-01-28,81.7103433777423,-21.633286567417482,-2.6912228630628197
2016-01-29,81.7103433777423,-19.097711655587567,0.9619316313757217
2016-02-01,81.7103433777423,-20.334605596916262,-0.32379444258712803
2016-02-02,81.7103433777423,-18.679097667718153,3.1310590311974393
2016-02-03,81.7103433777423,-19.027713816760546,3.565726302871118
2016-02-04,81.7103433777423,-18.03579858087551,5.620584170217665
2016-02-05,81.7103433777423,-18.611681153665437,4.563027954315084
2016-02-15,81.7103433777423,-19.080768279143367,4.633971058241097
2016-02-16,81.7103433777423,-16.600279936433513,8.962811082187851
2016-02-17,81.7103433777423,-15.878470131188966,10.234322690883202
2016-02-18,81.2803217859104,-16.14269892883261,9.970690511032188
2016-02-19,81.2803217859104,-16.200723814451084,10.383925322737584
2016-02-22,85.04197466751323,-14.353099415879154,12.676829332453638
2016-02-23,84.02841819663693,-15.163305864193216,12.063521307021931
2016-02-24,84.02841819663693,-14.609089942966454,12.811959054217475
2016-02-25,84.02841819663693,-19.848492712288564,3.8588581132383353
2016-02-26,84.02841819663693,-19.04441004508806,4.281341557539884
2016-02-29,84.02841819663693,-20.982161123546323,-1.2291451180603574
2016-03-01,84.02841819663693,-19.52049970053887,1.045187785085415
2016-03-02,84.02841819663693,-16.207643961718407,6.205094058224303
2016-03-03,84.79993339540104,-16.012973628472125,6.6449856073924085
2016-03-04,79.8181495405241,-15.039017822399913,3.7759527060742077
2016-03-07,84.00637490524365,-14.738293486191699,6.19401785152234
2016-03-08,84.38111085892908,-14.660496751238016,6.4114253287372005
2016-03-09,79.66384650077131,-15.6426633669647,3.6924565678859738
2016-03-10,76.79821861964741,-17.25629342083475,1.9370624090712747
2016-03-11,77.0834981231526,-17.115199307106526,1.6977055822420375
2016-03-14,79.71107249754228,-15.813387793793893,5.050251826789547
2016-03-15,80.22157266170937,-15.563768195936829,4.11266938981363
2016-03-16,81.06239646151408,-15.144907059950725,2.6912782440963405
2016-03-17,82.96926472178541,-14.20654058268189,6.072678007102443
2016-03-18,85.62686851759669,-12.895035371014632,9.825444520480554
2016-03-21,89.93609049159573,-10.767529460742038,12.59852055107082
2016-03-22,88.61479594904553,-11.416897406894504,12.155675346782193
2016-03-23,89.20036966676663,-11.133995195989831,12.958220363716794
2016-03-24,86.18241281389622,-12.623501973477714,11.102180406670316
2016-03-25,87.06828074583332,-12.185061214469373,12.191469954773998
2016-03-28,85.49173612119952,-12.956410486659358,11.459461914186358
2016-03-29,83.56985315021736,-13.898813716500799,9.31970492246933
2016-03-30,88.07426636345677,-11.678187888039707,13.300419769773658
2016-03-31,88.1643546277216,-11.628401272977564,13.638447137972808
2016-04-01,88.37456057767275,-11.523857619617633,13.060896799843906
2016-04-05,90.74688486997883,-10.354270348734238,16.052487928319216
2016-04-06,90.35650239149808,-10.545343303837589,16.732770083608756
2016-04-07,87.66886917426524,-11.87000228749313,14.989005941831094
2016-04-08,86.33255992100418,-12.517090978791673,13.877102471710913
2016-04-11,88.79497247757512,-11.298650763509189,16.379549851883432
2016-04-12,88.14933991701078,-11.61846042650626,15.428343680664106
2016-04-13,90.53667892002768,-10.439481527188635,17.116597566520465
2016-04-14,91.34747329841078,-10.042698956293512,18.180448759898663
2016-04-15,91.12225263774879,-10.142299647319643,17.85730042936916
2016-04-18,88.68986950259949,-11.343769025256071,15.953152814547202
2016-04-19,89.23039908818824,-11.073279141989621,16.45208054543673
2016-04-20,80.614495072191,-12.64615721750765,11.172126651993153
2016-04-21,80.614495072191,-13.206991216081326,10.220846639395816
2016-04-22,80.614495072191,-12.814355241366231,10.971038119319173
2016-04-25,80.614495072191,-13.16772212642945,10.357360886997409
2016-04-26,80.614495072191,-12.697399260368078,11.625512712993155
2016-04-27,79.91443888974067,-13.061091444528566,11.070336312402192
2016-04-28,79.65191782132177,-13.207595355922122,10.583537027851305
2016-04-29,79.65191782132177,-13.312935375435845,10.496127296628389
2016-05-03,79.65191782132177,-11.753293454611665,13.853325547990709
2016-05-04,79.77195251028924,-11.865306473276021,13.896319690338807
2016-05-05,79.77195251028924,-11.742858311906966,14.524599055162652
2016-05-06,79.77195251028924,-14.037656036276958,10.051140692377368
2016-05-09,79.77195251028924,-15.815447361432984,6.029702325098853
2016-05-10,79.77195251028924,-15.719416587647924,5.941997228363875
2016-05-11,79.77195251028924,-15.343284614947352,5.656120333386438
2016-05-12,79.77195251028924,-15.142051126157854,5.712350542743365
2016-05-13,79.77195251028924,-15.559511756149393,5.4881496587513
2016-05-16,79.77195251028924,-15.000023341766575,7.301527759650756
2016-05-17,79.77195251028924,-15.254970354583405,6.891708111678436
2016-05-18,79.77195251028924,-15.748964518043326,3.9537627443295893
2016-05-19,79.77195251028924,-15.90098807070963,4.609843387975344
2016-05-20,79.77195251028924,-15.469357615361197,5.831345923411358
2016-05-23,79.77195251028924,-15.222099655063609,7.244928343403755
2016-05-24,79.77195251028924,-15.871989358351316,6.021044423526824
2016-05-25,79.77195251028924,-15.990895063381135,5.504247079158145
2016-05-26,79.77195251028924,-15.85400246763665,6.043381440375766
2016-05-27,79.77195251028924,-15.90101553161149,5.954808707449143
2016-05-30,79.77195251028924,-15.785405134804202,5.432842466619539
2016-05-31,79.77195251028924,-12.96102391817091,9.789612991799736
2016-06-01,79.77195251028924,-13.208529026585177,10.278036786666904
2016-06-02,79.77195251028924,-13.02857773673289,11.018555046070567
2016-06-03,79.77195251028924,-12.418259193017471,11.363929631382
2016-06-06,79.36764611106929,-12.707614715857934,11.719420485481214
2016-06-07,79.29544853978004,-12.75523191967357,11.599372865176539
2016-06-08,78.73230748372369,-13.114090985107685,11.202863125591076
2016-06-13,73.53408235089604,-15.795510746686643,6.081335908674471
2016-06-14,73.86401465647673,-15.530732731005912,6.382553349934117
2016-06-15,79.65845077323769,-14.421724209613464,9.891587934835718
2016-06-16,78.9882757775269,-15.017433553542304,9.479903792068592
2016-06-17,80.02962461701597,-14.586791690660636,10.10251583112994
2016-06-20,80.72042038182553,-14.523164781063846,10.495665788015813
2016-06-21,78.67896424104501,-14.69773373415266,9.22622173790483
2016-06-22,81.43183691573392,-13.938604563287914,10.926105640798259
2016-06-23,80.55545422903519,-14.395663813753577,10.359151540414219
2016-06-24,78.28716962816794,-15.498521093130634,8.982859016318391
2016-06-27,82.56597921616756,-14.30704748346923,11.578364993131833
2016-06-28,84.50433151145415,-13.871599962763025,12.746757117431985
2016-06-29,84.93736766252881,-13.459988504866491,12.981037349522818
2016-06-30,85.06109227712157,-13.390484962272849,13.041808803627529
2016-07-01,84.73115997154088,-13.382823370655453,12.821115385091094
2016-07-04,88.3913464865767,-11.996157670612531,15.042670163302065
2016-07-05,89.51517840246095,-11.922370227329592,15.737222164892604
2016-07-06,90.35031955096208,-11.663688531860558,16.252118093777447
2016-07-07,91.08235685396923,-11.85176824866176,16.665555969272383
2016-07-08,90.5771480110488,-12.337084767135677,16.297456699877447
2016-07-11,90.9586322393765,-12.033669262545724,16.53090621646563
2016-07-12,93.41250376213289,-10.115470346207838,18.056579848281824
2016-07-13,94.9796822136412,-9.849484050845513,19.00577384195029
2016-07-14,95.2683729810243,-10.017105395765146,19.172286149369658
2016-07-15,94.87657836814722,-10.030451394066423,18.903374310990714
2016-07-18,93.91771260505335,-10.421934010903632,18.36907656003296
2016-07-19,94.40230067887497,-10.800564925672957,18.735791303590155
2016-07-20,93.9898852968991,-11.09244685148403,18.477051115032495
2016-07-21,94.74254336900509,-10.682785117619161,18.934627674234733
2016-07-22,93.21660645569438,-11.434142853259111,17.978677194478074
2016-07-25,93.7321256831642,-11.27698411194601,18.308342026617243
2016-07-26,96.3097218205134,-10.214164827472763,19.890227407445842
2016-07-27,88.25731148743455,-11.624144833190131,14.994802490005105
2016-07-28,88.62848533121281,-11.544700444125171,15.253247313050704
2016-07-29,87.41185995438401,-12.01719272143305,14.507523236497136
2016-08-01,84.55588343420112,-12.761959840627908,12.779376546169237
2016-08-02,84.55588343420112,-12.425728558321884,13.872782751097146
2016-08-03,84.55588343420112,-12.303417701462102,14.424377844854467
2016-08-04,84.55588343420112,-12.089716963230675,15.159874890553228
2016-08-05,84.55588343420112,-11.984788857244776,14.51481507257593
2016-08-08,86.10994651183233,-11.186418057630002,16.129522945931324
2016-08-09,87.3299586475428,-10.560364417151966,17.06717922428525
2016-08-10,87.3299586475428,-10.93493111844684,16.637403943904925
2016-08-11,87.3299586475428,-11.209018379856222,14.939864504763415
2016-08-12,87.3299586475428,-9.537363440367697,16.28338991736597
2016-08-15,92.600588425498,-6.813516585423593,18.931267891535143
2016-08-16,91.78198925017526,-7.230345614672477,19.418011795052525
2016-08-17,91.50912285840101,-7.37305992161012,19.77743470253093
2016-08-18,91.04955840909705,-7.608207624189871,19.8151676466956
2016-08-19,91.16444952142301,-7.593516041697737,19.984005957522385
2016-08-22,89.64214228310352,-8.36859999653993,18.521946672864427
2016-08-23,89.92937006391853,-8.230334355702716,18.6759613270551
2016-08-24,89.34055311324778,-8.558958968195066,18.793387578440317
2016-08-25,88.22036476806929,-9.132644668836624,17.824441016153354
2016-08-26,88.11983504478405,-9.184326086126726,18.344339698398592
2016-08-29,88.14855782286553,-9.165350602945297,18.6543996446753
2016-08-30,88.37834004751754,-9.049850049745425,18.62163253318201
2016-08-31,89.21130061188103,-8.615775574131948,18.777733206301555
2016-09-01,87.81824587492828,-9.335718038050373,17.804226938922298
2016-09-02,88.53631532696578,-8.991440711500985,17.35154237101343
2016-09-05,88.93843422010681,-8.838593331779055,17.994682313162404
2016-09-06,90.2022364556928,-8.208475477826557,19.86249997000194
2016-09-07,90.0873453433668,-8.258152249281284,19.88729221266981
2016-09-08,90.00117700912232,-8.29256075930493,20.32421164637291
2016-09-09,88.85226588586227,-8.883519367212955,19.45786767883505
2016-09-12,85.87945835442704,-10.405951766024337,16.14576804909419
2016-09-13,85.87945835442704,-10.468315474135814,16.669949531264166
2016-09-14,85.87945835442704,-11.061553336897761,15.89695952587929
2016-09-19,85.87945835442704,-10.391672097060018,17.115766851017817
2016-09-20,85.87945835442704,-10.548775916569397,17.076095570680327
2016-09-21,85.87945835442704,-10.295229409747142,17.10788428391493
2016-09-22,85.87945835442704,-9.622849227840632,17.881021972055848
2016-09-23,85.87945835442704,-10.047230005099495,17.60315686659281
2016-09-26,85.87945835442704,-11.568097132505168,15.220517122246441
2016-09-27,85.87945835442704,-11.005945010642474,16.05850600062728
2016-09-28,85.87945835442704,-11.27684680743675,15.954648102451968
2016-09-29,85.87945835442704,-10.906207015107066,16.27785181401499
2016-09-30,85.87945835442704,-10.66185991040607,16.8186291458934
2016-10-10,85.87945835442704,-9.54738666954457,19.02663403123897
2016-10-11,86.95963905171621,-9.198962746815162,19.74164009453912
2016-10-12,86.85162098198731,-9.378749271256314,19.67355834401111
2016-10-13,86.93017957815375,-9.306362333967954,19.71221430540093
2016-10-14,86.93017957815375,-9.218432526229972,19.429032620720967
2016-10-17,86.93017957815375,-9.986486490197425,18.388921430373955
2016-10-18,86.93017957815375,-8.793200461013623,20.163588188850067
2016-10-19,86.52908384010142,-8.933031373256545,19.90468185719188
2016-10-20,86.62691206889467,-8.868141262174456,19.959693683811594
