open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
5.45,5.48,5.48,5.43,3161633.75,0.08,1.48,5.402,5.406,5.421,2002702.12,1695252.24,1872559.95
5.36,5.41,5.4,5.31,2113730.25,0.04,0.75,5.376,5.411,5.427,1687254.72,1592687.86,1819770.04
5.37,5.37,5.36,5.32,1782781.25,-0.01,-0.19,5.368,5.418,5.437,1601496.3,1610457.56,1813084.68
5.41,5.41,5.37,5.35,1191010.75,-0.03,-0.56,5.384,5.426,5.449,1464360.62,1623747.51,1806777.94
5.36,5.42,5.4,5.35,1764354.62,0.05,0.94,5.396,5.427,5.458,1490408.7,1684880.71,1826227.01
5.36,5.36,5.35,5.3,1584396.75,-0.01,-0.19,5.41,5.421,5.466,1387802.35,1674317.04,1845696.16
5.44,5.47,5.36,5.35,1684938.12,-0.08,-1.47,5.446,5.419,5.482,1498121.0,1677860.84,1867741.88
5.43,5.46,5.44,5.42,1097102.88,0.01,0.18,5.468,5.423,5.497,1619418.83,1679559.3,1872088.76
5.48,5.5,5.43,5.43,1321251.12,-0.04,-0.73,5.468,5.417,5.507,1783134.4,1871320.06,1911234.26
5.52,5.52,5.47,5.46,1251322.88,-0.06,-1.08,5.458,5.424,5.519,1879352.73,1936495.7,1954964.41
5.5,5.57,5.53,5.5,2135990.0,0.06,1.1,5.432,5.436,5.53,1960831.73,2049867.66,2022021.44
5.45,5.49,5.47,5.41,2291427.25,0.03,0.55,5.392,5.442,5.532,1857600.68,2046852.21,2006198.31
5.38,5.46,5.44,5.37,1915680.75,0.06,1.11,5.378,5.456,5.536,1739699.78,2015711.79,2095189.67
5.33,5.39,5.38,5.3,1802342.75,0.04,0.75,5.366,5.472,5.54,1959505.73,1989808.36,2122005.09
5.34,5.4,5.34,5.33,1658717.88,0.01,0.19,5.39,5.489,5.543,1993638.68,1967573.31,2122866.99
5.4,5.42,5.33,5.3,1619834.75,-0.07,-1.3,5.44,5.51,5.546,2138903.6,2017075.28,2150829.68
5.39,5.43,5.4,5.38,1701922.75,0.02,0.37,5.492,5.544,5.544,2236103.75,2057622.91,2152790.19
5.51,5.52,5.38,5.37,3014710.5,-0.12,-2.18,5.534,5.57,5.541,2291723.8,2064618.21,2153527.91
5.56,5.56,5.5,5.5,1973007.5,-0.09,-1.61,5.578,5.597,5.537,2020111.0,1951148.45,2073806.64
5.58,5.66,5.59,5.58,2385042.5,0.0,0.0,5.588,5.614,5.528,1941507.95,1973433.13,2106162.03
5.6,5.6,5.59,5.53,2105835.5,-0.02,-0.36,5.58,5.623,5.511,1895246.95,1994175.23,2094716.18
5.61,5.63,5.61,5.59,1980023.0,0.01,0.18,5.596,5.621,5.495,1879142.07,1965544.4,2063333.51
5.55,5.61,5.6,5.53,1656646.5,0.05,0.9,5.606,5.615,5.478,1837512.62,2174667.55,2071084.58
5.55,5.57,5.55,5.54,1579992.25,0.0,0.0,5.616,5.607,5.462,1882185.9,2254201.83,2061780.64
5.65,5.65,5.55,5.54,2153737.5,-0.12,-2.12,5.64,5.596,5.447,2005358.3,2278160.66,2082736.57
5.69,5.7,5.67,5.64,2025311.12,0.01,0.18,5.666,5.582,5.434,2093103.5,2284584.09,2108611.05
5.65,5.69,5.66,5.62,1771875.75,0.01,0.18,5.646,5.544,5.405,2051946.73,2247957.46,2125581.21
5.68,5.7,5.65,5.62,1880012.88,-0.02,-0.35,5.624,5.511,5.376,2511822.48,2242437.6,2164965.31
5.67,5.69,5.67,5.62,2195854.25,-0.01,-0.18,5.598,5.477,5.346,2626217.75,2196464.84,2179020.19
5.61,5.68,5.68,5.58,2592463.5,0.11,1.98,5.552,5.442,5.314,2550963.02,2238890.94,2139262.21
5.56,5.59,5.57,5.53,1819527.25,0.02,0.36,5.498,5.398,5.283,2476064.67,2195257.14,2103213.09
5.54,5.63,5.55,5.53,4071254.5,0.03,0.54,5.442,5.369,5.253,2443968.2,2161122.61,2124052.67
5.43,5.52,5.52,5.42,2451989.25,0.08,1.47,5.398,5.341,5.226,1973052.72,1967501.61,2025179.81
5.41,5.44,5.44,5.39,1819580.62,0.03,0.56,5.356,5.316,5.2,1766711.92,1869359.45,2011325.24
5.28,5.43,5.41,5.28,2217971.75,0.12,2.27,5.332,5.298,5.178,1926818.85,1887312.49,2185117.26
5.36,5.38,5.29,5.26,1659044.88,-0.04,-0.75,5.298,5.285,5.164,1914449.6,1932638.01,2216454.56
5.32,5.35,5.33,5.3,1716677.12,0.02,0.38,5.296,5.265,5.159,1878277.02,2003204.95,2274576.58
5.32,5.34,5.31,5.29,1420285.25,-0.01,-0.19,5.284,5.24,5.156,1961950.5,2087493.01,2279375.33
5.26,5.38,5.32,5.26,2620115.25,0.08,1.53,5.276,5.214,5.155,1972006.97,2161575.54,2299256.64
5.21,5.25,5.24,5.18,2156125.5,-0.04,-0.76,5.264,5.185,5.155,1847806.12,2039633.47,2257063.64
5.27,5.3,5.28,5.25,1478182.0,0.01,0.19,5.272,5.167,5.157,1950826.42,2011169.04,2216831.22
5.27,5.28,5.27,5.24,2135044.5,0.0,0.0,5.234,5.136,5.157,2128132.87,2086982.74,2223174.56
5.26,5.28,5.27,5.24,1470567.62,0.01,0.19,5.196,5.111,5.157,2213035.52,2082858.0,2202276.21
5.28,5.31,5.26,5.25,1999111.0,-0.02,-0.38,5.152,5.083,5.156,2351144.1,2153291.04,2243946.75
5.13,5.28,5.28,5.13,2671227.0,0.19,3.73,5.106,5.058,5.153,2231460.82,2482922.04,2223358.98
5.07,5.13,5.09,5.07,2364714.25,0.01,0.2,5.062,5.043,5.147,2071511.65,2500271.11,2214699.02
4.96,5.09,5.08,4.95,2559557.75,0.03,0.59,5.038,5.053,5.156,2045832.6,2545948.21,2216619.08
5.08,5.11,5.05,5.05,2161110.5,0.02,0.4,5.026,5.071,5.163,1952680.47,2471257.65,2165703.37
5.02,5.04,5.03,5.0,1400694.62,-0.03,-0.59,5.014,5.096,5.176,1955437.97,2436937.74,2127076.63
4.98,5.07,5.06,4.96,1871481.12,0.09,1.81,5.01,5.124,5.19,2734383.25,2474493.8,2135947.21
5.04,5.06,4.97,4.97,2236319.0,-0.05,-1.0,5.024,5.146,5.202,2929030.57,2422493.4,2229989.37
5.01,5.03,5.02,5.0,2093797.12,0.03,0.6,5.068,5.178,5.215,3046063.82,2359366.37,2194149.94
5.04,5.05,4.99,4.99,2174898.0,-0.02,-0.4,5.116,5.203,5.225,2989834.82,2321694.41,2188019.1
5.05,5.07,5.01,4.93,5295421.0,-0.12,-2.34,5.178,5.229,5.237,2918437.5,2334602.46,2170043.11
5.17,5.22,5.13,5.13,2844717.75,-0.06,-1.16,5.238,5.248,5.249,2214604.35,1963795.92,2001380.34
5.15,5.2,5.19,5.14,2821485.25,-0.07,-1.33,5.268,5.251,5.254,1915956.22,1929126.92,2009283.52
5.28,5.29,5.26,5.24,1812652.12,-0.04,-0.76,5.288,5.258,5.266,1672668.92,1887289.95,1947169.86
5.3,5.32,5.3,5.28,1817911.38,-0.01,-0.19,5.29,5.255,5.274,1653554.0,1860149.09,1947577.79
5.28,5.36,5.31,5.28,1776255.25,0.03,0.57,5.28,5.255,5.28,1750767.42,1817215.52,1970061.07
5.28,5.31,5.28,5.25,1351477.12,-0.01,-0.19,5.258,5.255,5.288,1712987.5,1797400.62,2026369.92
5.26,5.29,5.29,5.24,1605048.75,0.02,0.38,5.234,5.257,5.298,1942297.62,2037485.34,2151472.75
5.24,5.29,5.27,5.24,1717077.5,0.02,0.38,5.228,5.252,5.3,2101910.97,2028933.5,2196703.84
5.22,5.29,5.25,5.22,2303978.5,0.05,0.96,5.22,5.247,5.305,2066744.17,2054343.79,2238757.81
5.16,5.21,5.2,5.16,1587355.62,0.04,0.78,5.23,5.244,5.31,1883663.62,2005483.75,2214471.31
5.26,5.27,5.16,5.14,2498027.75,-0.1,-1.9,5.252,5.249,5.317,1881813.75,2038964.76,2311809.44
5.24,5.31,5.26,5.24,2403115.5,0.03,0.57,5.28,5.257,5.328,2132673.05,2089440.11,2323283.99
5.29,5.29,5.23,5.23,1541243.5,-0.07,-1.32,5.276,5.274,5.335,1955956.03,2007049.78,2506387.31
5.31,5.34,5.3,5.29,1388575.75,-0.01,-0.19,5.274,5.292,5.339,2041943.4,2035006.49,2694524.66
5.29,5.32,5.31,5.28,1578106.25,0.01,0.19,5.258,5.305,5.335,2127303.88,2122906.61,2921359.28
5.24,5.35,5.3,5.15,3752324.25,0.06,1.15,5.246,5.32,5.327,2196115.78,2255339.21,2935158.75
5.21,5.26,5.24,5.2,1519530.38,0.02,0.38,5.234,5.338,5.32,2046207.18,2265460.16,2837839.01
5.23,5.29,5.22,5.19,1971180.38,0.0,0.0,5.272,5.347,5.316,2058143.52,2364474.17,2861726.21
5.26,5.28,5.22,5.21,1815378.12,-0.03,-0.57,5.31,5.363,5.317,2028069.57,2423171.84,2850998.89
5.24,5.27,5.25,5.21,1922165.75,0.01,0.19,5.352,5.375,5.317,2118509.35,2423458.86,2876217.56
5.41,5.41,5.24,5.23,3002781.25,-0.19,-3.5,5.394,5.384,5.318,2314562.65,2584654.11,2945211.48
5.4,5.45,5.43,5.38,1579212.12,0.02,0.37,5.442,5.399,5.31,2484713.15,2557127.86,2921307.54
5.43,5.46,5.41,5.38,1820810.62,-0.02,-0.37,5.422,5.395,5.289,2670804.82,3005724.85,2980067.44
5.45,5.45,5.43,5.41,2267577.0,-0.03,-0.55,5.416,5.386,5.275,2818274.1,3354042.84,2990377.83
5.47,5.48,5.46,5.44,2902432.25,-0.02,-0.36,5.398,5.364,5.261,2728408.38,3719811.94,3017284.13
5.44,5.49,5.48,5.4,3853533.75,0.15,2.81,5.374,5.333,5.249,2854745.58,3614978.29,2968839.75
5.37,5.38,5.33,5.3,2509670.5,-0.05,-0.93,5.356,5.301,5.238,2629542.58,3410217.85,2865229.54
5.34,5.42,5.38,5.34,2558157.0,0.04,0.75,5.368,5.284,5.236,3340644.88,3358978.24,2824695.59
5.3,5.37,5.34,5.29,1818248.38,0.0,0.0,5.356,5.27,5.232,3889811.58,3278825.94,2840963.86
5.39,5.39,5.34,5.27,3534118.25,-0.05,-0.93,5.33,5.258,5.23,4711215.5,3328976.25,2875641.68
5.4,5.41,5.39,5.36,2727518.75,0.0,0.0,5.292,5.252,5.229,4375211.0,3305768.85,2872728.11
5.42,5.43,5.39,5.37,6065182.0,0.07,1.32,5.246,5.22,5.219,4190893.13,3285487.23,2861619.34
5.21,5.36,5.32,5.2,5303990.5,0.11,2.11,5.2,5.183,5.211,3377311.6,2954410.03,2659160.52
5.29,5.32,5.21,5.21,5925268.0,0.06,1.17,5.184,5.164,5.212,2667840.3,2626712.81,2487343.18
5.16,5.18,5.15,5.12,1854095.75,-0.01,-0.19,5.186,5.158,5.219,1946737.0,2314756.31,2329672.15
5.16,5.19,5.16,5.14,1805929.38,0.0,0.0,5.212,5.165,5.224,2236326.7,2322701.21,2362986.61
5.24,5.26,5.16,5.15,1997274.38,-0.08,-1.53,5.194,5.175,5.231,2380081.33,2320241.24,2384289.39
5.21,5.27,5.24,5.2,1756634.0,0.02,0.38,5.166,5.188,5.247,2531508.45,2290412.95,2514719.22
5.27,5.28,5.22,5.21,2319751.5,-0.06,-1.14,5.144,5.194,5.256,2585585.33,2403101.78,2537504.06
5.07,5.28,5.28,5.07,3302044.25,0.21,4.14,5.13,5.202,5.261,2682775.63,2422307.1,2523718.71
5.03,5.11,5.07,5.01,2524702.5,0.05,1.0,5.118,5.205,5.264,2409075.73,2439687.38,2511816.3
5.13,5.13,5.02,5.02,2754410.0,-0.11,-2.14,5.156,5.218,5.281,2260401.15,2437751.45,2621567.5
5.19,5.2,5.13,5.13,2027018.38,-0.02,-0.39,5.21,5.239,5.292,2049317.45,2363911.01,2638038.05
5.21,5.22,5.15,5.12,2805703.0,-0.07,-1.34,5.244,5.259,5.3,2220618.22,2347973.54,2687453.39
5.28,5.31,5.22,5.2,1933544.75,-0.04,-0.76,5.274,5.279,5.307,2161838.57,2344587.99,2746214.46
5.27,5.34,5.26,5.25,1781329.62,-0.03,-0.57,5.292,5.283,5.309,2470299.02,2403272.01,2976808.32
5.28,5.29,5.29,5.22,1698991.5,-0.01,-0.19,5.28,5.287,5.329,2615101.75,2448337.55,3049709.89
5.29,5.35,5.3,5.27,2883522.25,0.0,0.0,5.268,5.305,5.347,2678504.57,2739025.5,3216343.26
5.32,5.36,5.3,5.29,2511804.75,-0.01,-0.19,5.274,5.317,5.372,2475328.85,2671906.35,3210453.02
5.2,5.34,5.31,5.18,3475847.0,0.11,2.12,5.284,5.319,5.4,2527337.4,2625130.32,3212696.07
5.22,5.25,5.2,5.18,2505343.25,-0.03,-0.57,5.274,5.322,5.438,2336245.0,2583945.22,3183402.04
5.31,5.32,5.23,5.21,2016005.62,-0.1,-1.88,5.294,5.344,5.478,2281573.35,2805383.55,3149883.26
5.35,5.36,5.33,5.28,1867643.62,-0.02,-0.37,5.342,5.345,5.523,2799546.42,2912165.09,3133813.99
5.26,5.39,5.35,5.26,2771847.5,0.09,1.71,5.36,5.34,5.568,2868483.85,3026933.25,3139189.85
5.28,5.31,5.26,5.18,2520385.0,-0.04,-0.76,5.354,5.335,5.609,2722923.25,3147840.93,3072121.64
5.47,5.49,5.3,5.27,2231985.0,-0.17,-3.11,5.37,5.334,5.655,2831645.45,3550344.63,3063849.3
5.42,5.48,5.47,5.4,4605871.0,0.05,0.92,5.394,5.371,5.699,3329193.75,3651082.23,3112587.55
5.35,5.45,5.42,5.35,2212330.75,0.1,1.88,5.348,5.389,5.728,3024783.75,3693661.03,3026948.25
5.31,5.37,5.32,5.3,2044044.5,-0.02,-0.38,5.32,5.427,5.763,3185382.65,3748999.7,3012907.66
5.33,5.38,5.34,5.31,3063996.0,-0.08,-1.48,5.316,5.48,5.804,3572758.6,3800261.83,3029379.94
5.3,5.43,5.42,5.17,4719726.5,0.18,3.44,5.298,5.553,5.849,4269043.8,3782858.85,2994861.66
5.25,5.3,5.24,5.22,3083821.0,-0.04,-0.76,5.348,5.612,5.891,3972970.7,3494382.98,2879323.21
5.21,5.39,5.28,5.19,3015325.25,-0.02,-0.38,5.43,5.7,5.94,4362538.3,3355462.9,2891020.01
5.31,5.34,5.3,5.23,3980924.25,0.05,0.95,5.534,5.795,5.991,4312616.75,3251446.45,2860962.94
5.45,5.5,5.25,5.21,6545422.0,-0.42,-7.41,5.644,5.882,6.038,4027765.05,2996402.35,2785252.26
5.64,5.73,5.67,5.62,3239361.0,0.02,0.35,5.808,5.976,6.084,3296673.9,2577353.98,2611432.58
5.8,5.81,5.65,5.63,5031659.0,-0.15,-2.59,5.876,6.027,6.11,3015795.25,2574092.88,2603145.64
5.85,5.88,5.8,5.8,2765717.5,-0.05,-0.85,5.97,6.066,6.124,2348387.5,2360235.48,2582229.94
6.04,6.05,5.85,5.85,2556665.75,-0.22,-3.62,6.056,6.098,6.122,2190276.15,2276815.63,2548558.56
6.01,6.09,6.07,5.95,2889966.25,0.06,1.0,6.12,6.127,6.121,1965039.65,2258498.05,2557220.62
6.11,6.12,6.01,6.0,1834967.75,-0.11,-1.8,6.144,6.144,6.105,1858034.05,2206864.48,2613420.83
6.23,6.23,6.12,6.1,1694620.25,-0.11,-1.77,6.178,6.169,6.102,2132390.5,2264263.45,2654616.56
6.16,6.23,6.23,6.1,1975160.75,0.06,0.97,6.162,6.18,6.097,2372083.45,2426577.13,2711432.31
6.19,6.22,6.17,6.15,1430483.25,-0.02,-0.32,6.14,6.187,6.083,2363355.1,2470479.43,2764612.73
6.18,6.24,6.19,6.14,2354938.25,0.01,0.16,6.134,6.194,6.069,2551956.45,2574102.18,2824492.96
6.01,6.19,6.18,5.97,3206750.0,0.14,2.32,6.144,6.192,6.054,2555694.9,2645511.18,2803931.45
6.2,6.23,6.04,6.03,2893085.0,-0.08,-1.31,6.16,6.192,6.04,2396136.4,2632198.4,2793465.95
6.13,6.15,6.12,6.07,1931519.0,-0.02,-0.33,6.198,6.182,6.024,2481070.8,2804224.4,2817284.66
6.24,6.26,6.14,6.13,2373490.0,-0.1,-1.6,6.234,6.145,6.001,2577603.75,2820301.49,2883763.16
6.23,6.33,6.24,6.17,2373630.5,-0.02,-0.32,6.254,6.114,5.984,2596247.9,2855943.19,3023261.61
6.22,6.28,6.26,6.2,2408957.5,0.03,0.48,6.24,6.066,5.968,2735327.45,3019977.19,3122428.16
6.35,6.36,6.23,6.16,3317757.0,-0.07,-1.11,6.224,6.034,5.947,2868260.4,3044969.66,3232798.46
6.28,6.31,6.3,6.21,2414183.75,0.06,0.96,6.166,6.013,5.917,3127378.0,2996287.49,3360615.31
6.14,6.27,6.24,6.13,2466710.75,0.07,1.14,6.056,5.979,5.893,3062999.23,3058746.04,3489866.8
6.25,6.25,6.17,6.14,3069028.25,-0.01,-0.16,5.974,5.944,5.87,3115638.48,3074883.74,3661613.44
5.98,6.18,6.18,5.98,3073622.25,0.24,4.04,5.892,5.916,5.845,3304626.93,2962351.73,3665291.26
5.75,5.95,5.94,5.73,4613345.0,0.19,3.3,5.844,5.888,5.812,3221678.93,2954733.5,3700560.3
5.8,5.87,5.75,5.74,2092289.88,-0.08,-1.37,5.86,5.866,5.786,2865196.98,2830344.93,3635606.51
5.79,5.83,5.83,5.72,2729907.0,0.07,1.22,5.902,5.857,5.767,3054492.85,2947224.84,3653881.93
5.96,5.97,5.76,5.74,4013970.5,-0.18,-3.03,5.914,5.853,5.744,3034129.0,3190580.04,3705223.46
5.91,6.01,5.94,5.91,2658882.25,-0.08,-1.33,5.94,5.87,5.726,2620076.52,3224879.14,3732120.93
5.97,6.03,6.02,5.88,2830935.25,0.06,1.01,5.932,5.86,5.703,2687788.07,3420627.26,3897171.44
5.9,6.04,5.96,5.89,3038769.25,0.07,1.19,5.872,5.821,5.659,2795492.87,3724943.14,3870722.57
5.88,5.91,5.89,5.78,2628087.75,0.0,0.0,5.812,5.807,5.61,2839956.82,3920987.56,3873541.72
5.91,5.94,5.89,5.86,1943708.12,-0.01,-0.17,5.792,5.796,5.564,3347031.07,4248343.14,3854005.11
5.74,5.91,5.9,5.7,2997440.0,0.18,3.15,5.8,5.774,5.519,3829681.75,4368230.8,3919952.0
5.69,5.8,5.72,5.67,3369459.25,0.06,1.06,5.788,5.735,5.474,4153466.45,4446387.1,3933438.73
5.74,5.8,5.66,5.61,3261089.0,-0.13,-2.25,5.77,5.706,5.429,4654393.4,4440868.1,3879317.48
5.93,5.93,5.79,5.76,5163459.0,-0.14,-2.36,5.802,5.677,5.389,5002018.3,4360539.03,3814759.99
5.87,5.98,5.93,5.84,4356961.5,0.09,1.54,5.8,5.634,5.341,5149655.2,4219866.88,3713984.5
5.64,5.84,5.84,5.64,4616363.5,0.21,3.73,5.748,5.582,5.281,4906779.85,4239362.73,3630296.89
5.65,5.85,5.63,5.62,5874094.0,-0.19,-3.27,5.682,5.546,5.225,4739307.75,4373715.63,3543755.43
5.78,5.91,5.82,5.55,4999213.5,0.04,0.69,5.642,5.497,5.175,4227342.8,4016502.0,3435887.04
5.69,5.8,5.78,5.61,5901643.5,0.11,1.94,5.552,5.413,5.108,3719059.75,3826095.88,3345013.81
5.5,5.67,5.67,5.48,3142584.75,0.16,2.9,5.468,5.332,5.044,3290078.55,3459667.08,3140499.11
5.45,5.62,5.51,5.45,3779003.0,0.08,1.47,5.416,5.263,4.988,3571945.6,3471673.2,3122425.7
5.39,5.44,5.43,5.32,3314269.25,0.06,1.12,5.41,5.213,4.943,4008123.5,3420490.35,3035175.13
5.36,5.42,5.37,5.33,2457798.25,0.01,0.19,5.352,5.152,4.903,3805661.2,3317766.85,2949203.11
5.4,5.45,5.36,5.3,3756737.5,-0.05,-0.92,5.274,5.1,4.867,3933132.0,3268980.95,2919842.57
5.47,5.51,5.41,5.35,4551920.0,-0.07,-1.28,5.196,5.047,4.829,3629255.6,3208102.13,2791150.14
5.22,5.48,5.48,5.18,5959892.5,0.34,6.62,5.11,4.98,4.789,3371400.8,3021231.05,2655175.45
4.98,5.14,5.14,4.97,2301957.75,0.16,3.21,5.016,4.904,4.749,2832857.2,2713795.23,2465025.33
4.98,5.09,4.98,4.96,3095152.25,0.01,0.2,4.952,4.852,4.725,2829872.5,2855272.08,2461564.4
4.99,5.0,4.97,4.94,2237355.5,-0.01,-0.2,4.926,4.802,4.707,2604829.9,2863931.75,2381527.82
5.01,5.05,4.98,4.93,3262646.0,-0.03,-0.6,4.898,4.756,4.691,2786948.65,2821331.15,2348505.46
4.84,5.01,5.01,4.84,3267174.5,0.19,3.94,4.85,4.713,4.675,2671061.3,2773178.2,2302339.78
4.83,4.87,4.82,4.81,2287034.25,-0.03,-0.62,4.792,4.673,4.654,2594733.25,2649859.9,2191978.25
4.83,4.88,4.85,4.81,1969939.25,0.02,0.41,4.752,4.653,4.644,2880671.65,2580639.38,2165827.78
4.75,4.85,4.83,4.73,3147949.25,0.09,1.9,4.678,4.633,4.631,3123033.6,2570704.19,2153365.52
4.72,4.77,4.74,4.71,2683209.25,0.02,0.42,4.614,4.611,4.618,2855713.65,2374198.15,2184133.16
4.62,4.72,4.72,4.62,2885534.25,0.1,2.17,4.576,4.598,4.611,2875295.1,2289119.85,2114433.74
4.5,4.62,4.62,4.5,3716726.25,0.14,3.12,4.554,4.594,4.605,2704986.55,2216255.43,2089820.73
4.51,4.55,4.48,4.44,3181749.0,-0.03,-0.67,4.554,4.598,4.6,2280607.1,2067856.73,2031272.52
4.52,4.57,4.51,4.51,1811349.5,-0.04,-0.88,4.588,4.611,4.596,2018374.78,1899123.89,1964142.31
4.6,4.6,4.55,4.48,2781116.5,-0.06,-1.3,4.608,4.625,4.591,1892682.65,1875679.76,1957036.56
4.65,4.69,4.61,4.6,2033991.5,-0.01,-0.22,4.62,4.636,4.593,1702944.6,1831501.36,1913663.93
4.64,4.67,4.62,4.62,1594829.0,-0.03,-0.65,4.634,4.634,4.592,1727524.3,1734096.6,1906979.06
4.61,4.68,4.65,4.59,1870587.38,0.04,0.87,4.642,4.634,4.59,1855106.35,1751016.19,1925340.83
