open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
3.14,3.17,3.16,3.12,2543769.75,0.02,0.64,3.158,3.151,3.125,2816742.25,2641386.35,2965671.88
3.14,3.16,3.14,3.13,2255126.25,0.0,0.0,3.148,3.148,3.123,2784341.7,2634701.7,2992040.76
3.18,3.18,3.14,3.14,2543107.0,-0.04,-1.26,3.146,3.147,3.121,2708772.65,2848877.28,3041168.39
3.17,3.2,3.18,3.16,2851849.0,0.01,0.32,3.156,3.144,3.12,2903811.5,2791651.41,3076744.21
3.12,3.18,3.17,3.12,3889859.25,0.06,1.93,3.146,3.137,3.115,2741265.8,2923298.11,3094043.84
3.13,3.15,3.11,3.11,2381767.0,-0.02,-0.64,3.144,3.129,3.111,2466030.45,3014159.94,3027725.89
3.13,3.13,3.13,3.11,1877281.0,0.0,0.0,3.148,3.12,3.111,2485061.7,3044159.49,3086449.42
3.13,3.19,3.19,3.13,3518301.25,0.06,1.92,3.148,3.109,3.109,2988981.9,3207366.26,3207366.26
3.16,3.16,3.13,3.12,2039120.5,-0.03,-0.95,3.132,3.1,3.1,2679491.33,3172817.93,3172817.93
3.13,3.17,3.16,3.13,2513682.5,0.03,0.96,3.128,3.096,3.096,3105330.43,3314530.11,3314530.11
3.13,3.15,3.13,3.11,2476923.25,0.0,0.0,3.114,3.087,3.087,3562289.43,3428936.91,3428936.91
3.12,3.18,3.13,3.12,4396882.0,0.02,0.64,3.092,3.08,3.08,3603257.28,3587605.86,3587605.86
3.11,3.11,3.11,3.09,1970848.38,0.0,0.0,3.07,3.07,3.07,3425750.63,3425750.63,3425750.63
3.11,3.12,3.11,3.09,4168316.0,0.02,0.65,3.06,3.06,3.06,3789476.19,3789476.19,3789476.19
3.0,3.1,3.09,3.0,4798477.5,0.07,2.32,3.043,3.043,3.043,3663196.25,3663196.25,3663196.25
3.02,3.06,3.02,3.01,2681762.5,0.0,0.0,3.02,3.02,3.02,3095555.63,3095555.63,3095555.63
3.07,3.07,3.02,3.01,3509348.75,-0.04,-1.31,3.02,3.02,3.02,3509348.75,3509348.75,3509348.75
